"";"ISIN";"Reportdate";"Name";"Group";"Year";"Actual";"Estimate";"Mean";"Surprise";"SurpriseSD";"SurprisePercent";"SurpriseCategory";"CAPM_a";"CAPM_a_sd";"CAPM_a_p";"CAPM_beta";"CAPM_beta_sd";"CAPM_beta_p";"CAPM_BPtest_p";"CAPM_robust_a";"CAPM_robust_a_sd";"CAPM_robust_beta";"CAPM_robust_beta_sd";"CAR_shortterm";"CAR_middleterm";"BHAR_shortterm";"BHAR_middleterm"
"BP220";"CH0012453913";2021-02-17;"TEMENOS AG ";8592;2020;3,3395166;19;3,304622059;0,034894541;0,115140301;0,01;"Neutral";-0,000805886747344936;0,0013505635345748;0,551321316254126;1,30443120661059;0,0954193393440501;3,59843057235559e-31;0,000195114100701124;-0,000613053225189828;0,00123219809571246;1,28277138462078;0,0870566435594578;0,278373987051161;0,236251675134865;0,289323692251556;0,246292021864003
"BP221";"CH0012453913";2022-02-14;"TEMENOS AG ";8592;2021;3,699756;15;3,802638425;-0,102882425;0,059322667;-0,03;"Neutral";-0,000477770997869379;0,00124157651971598;0,70075166476189;0,854587891984354;0,194219283535926;1,68968343206531e-05;0,509315854280599;-0,000869869252672211;0,00088955220005674;0,92999852319785;0,13915226989179;-0,0684538454486118;-0,0981037222061415;-0,0677391894321456;-0,108107369176475
"BP222";"CH0012453913";2023-02-20;"TEMENOS AG ";8592;2022;2,7553446;18;2,792994485;-0,037649885;0,255536305;-0,01;"Neutral";-0,000734258041087505;0,00191128322677604;0,70122505973266;1,77091759860583;0,192579928150614;2,99478933484898e-17;0,763028120296213;-0,00156377589667691;0,00136956376304677;1,86884603501446;0,137996549852074;0,027939817160243;0,0118022276804394;0,0266554606929172;-0,00176405370382138
"BP223";"CH0012453913";2024-02-19;"TEMENOS AG ";8592;2023;3,1058478;15;3,076123181;0,029724619;0,06531043;0,01;"Neutral";0,000665823833771438;0,00122803805392881;0,588242309649795;1,34657887479718;0,192434067309252;3,13133040574474e-11;0,00282117169502891;0,000553821640820749;0,000823377287498681;1,27564504511688;0,129023559047313;0,000772812639506598;-0,065770271412553;-0,00641804563822479;-0,0711877802151493
"BP224";"CH0012829898";2020-03-02;"EMMI AG ";4640;2019;33,06413094;6;35,05574733;-1,991616384;1,760986888;-0,06;"Negativ";-0,000350367936034558;0,000824936080636703;0,671456814509027;0,689773690181959;0,13300324895302;4,87903756098625e-07;0,823643906014875;-4,18695655352616e-05;0,000653467498840426;0,617411766219415;0,105357617967079;0,0851268925439549;0,0228750649198615;0,0861927351239091;0,0089837405563663
"BP225";"CH0012829898";2021-03-02;"EMMI AG ";4640;2020;37,46984392;7;37,85340699;-0,383563074;1,585375594;-0,01;"Neutral";0,00014352132273672;0,000851944408883727;0,866374334952877;0,61368884405621;0,0719798971520293;2,49432308528322e-15;1,90473394801969e-08;-0,000125422744395772;0,000667851079999678;0,393107378158276;0,0564260432370644;0,0236319574149388;0,0611196126931906;0,0233168879899022;0,0630321520041295
"BP226";"CH0012829898";2022-03-04;"EMMI AG ";4640;2021;43,11000787;7;42,67110734;0,438900532;0,681087044;0,01;"Neutral";0,000289074966223322;0,000712868099138616;0,685498729450163;0,680283420110786;0,111208756996282;4,33258485868989e-09;0,69986653291889;-0,000130711565479749;0,000575180157264605;0,640111023725805;0,0897291804972252;-0,0299407248767903;-0,0779560806077505;-0,0318938827028847;-0,084679523237482
"BP227";"CH0012829898";2023-02-06;"EMMI AG ";4640;2022;36,30988567;7;38,62888697;-2,319001297;1,28413763;-0,06;"Negativ";-0,000800301570320082;0,00078077325153074;0,306488609274246;0,697698771425746;0,0753622076845497;1,97191532915845e-17;0,106462456390993;-0,000564323399063751;0,000740292214582439;0,734523557122699;0,07145487568028;-0,00262430923818736;0,0598454130475876;-0,00289371295303031;0,0569084976918796
"BP228";"CH0012829898";2024-01-25;"EMMI AG ";4640;2023;37,05481299;6;39,26813038;-2,213317395;3,709120801;-0,06;"Negativ";0,000455752703689109;0,000678287073917805;0,502344659127356;0,606917179657389;0,104272889467891;2,0688183066927e-08;0,358868441945583;0,00066846214732071;0,000621341363292762;0,620249074080517;0,0955186406873881;-0,0587768460008113;-0,0135236568824088;-0,0600643928453636;-0,0181248417062196
"BP229";"CH0012949464";2020-04-21;"GROUPE MINOTERIES SA ";4660;2019;-1,798467373;5;-1,7548572;-0,043610173;0,370090532;-0,02;"Neutral";-0,000384360390899922;0,000874438168757174;0,660695579964434;-0,220589987721983;0,0968855320625172;0,0237636113278331;0,157441901960861;-9,54210701832001e-08;1,72203721573343e-07;-3,52403251392454e-05;1,90797357479165e-05;0,0916852509730154;0,00336901297087712;0,0931683690634881;4,25076976007244e-06
"BP230";"CH0012949464";2021-05-18;"GROUPE MINOTERIES SA ";4660;2020;-2,671096513;5;-1,560048066;-1,111048448;0,6559085;-0,71;"Negativ";0,000156323569147305;0,00108345490312564;0,885410091836964;-0,125033879143928;0,130526892428874;0,339161102862483;0,976479197874406;2,20745573194718e-08;5,3819613343876e-07;-3,94463354678637e-05;6,48380182805366e-05;-0,0167016090808776;0,00415468152378924;-0,0216212345886643;-0,0058800741381404
"BP231";"CH0012949464";2022-03-17;"GROUPE MINOTERIES SA ";4660;2021;-2,192214668;6;-2,143868886;-0,048345783;0,45310736;-0,02;"Neutral";0,000764476864047874;0,00129136910467991;0,554468314910633;0,0917179554916573;0,183131360143182;0,616992688259677;0,143094647686881;-6,32180123618735e-05;0,000518488924444526;0,061768888105269;0,0735278408075565;-0,00191790599812166;0,0575751191068304;-0,00256096960138963;0,0570599188548404
"BP232";"CH0012949464";2023-03-17;"GROUPE MINOTERIES SA ";4660;2022;3,767203847;4;3,56237012;0,204833728;0,383116118;0,06;"Positive";-0,0015993413944656;0,00115781937177893;0,168582386619033;0,177426359111897;0,12469307660181;0,156186701162937;0,234252374771127;-7,64806686266364e-07;7,54926936915517e-07;0,000143985721242497;8,13029775352122e-05;0,00719430604404706;0,0663883531501546;0,00719430604867821;0,0647616091818417
"BP233";"CH0012949464";2024-03-18;"GROUPE MINOTERIES SA ";4660;2023;-2,011303749;2;-2,123042846;0,111739097;0,377784567;0,05;"Neutral";-0,000145540722966125;0,00140043271951593;0,917323551146482;0,248526165720872;0,234182879435175;0,289746043143398;0,246989740255413;0,000150254453265563;0,00101777113953463;0,284159433780139;0,170193521431451;-0,000195691980776409;0,00473635505964404;-0,000781429643175846;0,0018009999214823
"BP234";"CH0013396012";2020-02-13;"SKAN GROUP AG ";3440;2019;NA;NA;NA;0;NA;NA;NA;0,000459416923419098;0,00186091841260073;0,805235113122796;-0,033282134264362;0,299845739520267;0,911719968970271;0,749263774981373;-5,06292993840965e-09;1,07225239588713e-08;3,76885488714472e-06;1,72769698241539e-06;0,0402615576349637;-0,097875685100307;0,0400000177509985;-0,0999991806134012
"BP235";"CH0013396012";2021-02-05;"SKAN GROUP AG ";3440;2020;NA;NA;NA;0;NA;NA;NA;0,00180462779902642;0,00182086356737195;0,322738569991252;0,0982714867702965;0,123458825967533;0,426902178546766;0,822288103793153;2,17690019266459e-09;3,68225381030396e-09;-4,48103494840355e-07;2,49665455710519e-07;0,0369458036104417;0,271765055162492;0,0344827494232498;0,282142802415239
"BP236";"CH0013396012";2022-04-05;"SKAN GROUP AG ";3440;2021;0,893912777;2;0,949250235;-0,055337458;0,012770183;-0,06;"Negativ";0,0081211116611498;0,00491509901809462;0,0999107931491521;0,449599574707517;0,670928309339367;0,503490038485671;0,804853970343997;0,000575250327002256;0,00140891840904209;0,262651156279888;0,192322319997161;0,0794849233870917;-0,249282126287683;0,0784956613372894;-0,237369560687353
"BP237";"CH0013396012";2023-03-28;"SKAN GROUP AG ";3440;2022;0,893912777;1;0,950314417;-0,05640164;0;-0,06;"Negativ";0,000416701122854289;0,00183349562433278;0,820424728962406;0,858239358315776;0,19789962963575;2,20634354998855e-05;0,231091493424769;-0,00064403398553419;0,00174923528544688;0,87713929211709;0,18880493116077;0,121628067402004;0,0672406365429248;0,130195495838655;0,0650803768000614
"BP238";"CH0013396012";2024-03-28;"SKAN GROUP AG ";3440;2023;1,245092797;1;1,553705542;-0,308612745;0;-0,2;"Negativ";9,96395894853981e-06;0,00114204809615881;0,993046774826139;0,952847063267671;0,189641070924205;1,04724998377421e-06;0,375458499598905;0,000152571197353175;0,000985658554264285;0,798372315631476;0,163672041856186;0,0313799423334189;-0,0372872342470021;0,0314757507164701;-0,0387125692610957
"BP239";"CH0013841017";2020-01-21;"LONZA GROUP AG ";2580;2019;14,46223172;16;13,76426675;0,697964968;0,330971206;0,05;"Neutral";6,06768015902804e-05;0,00076964504205799;0,937233956402572;1,41954823887074;0,121523237101477;8,01797808631545e-25;0,956847568886812;0,000147535770448559;0,000652162280992819;1,3775978785848;0,102973276212905;0,0772005003665185;0,115288481808819;0,0776611558961195;0,112694668995797
"BP240";"CH0013841017";2021-01-27;"LONZA GROUP AG ";2580;2020;12,97237709;18;14,26228259;-1,289905496;0,984400162;-0,09;"Negativ";0,00166946042223939;0,00100728488563156;0,0988731426874962;1,08757802233768;0,0685165067676163;2,83338863870223e-38;0,675020742957996;0,00189168720013438;0,000840933675522107;1,08033871339855;0,0572011341497505;-0,0548213327911211;-0,142110374262862;-0,0535289617435715;-0,142952786989149
"BP241";"CH0013841017";2022-01-26;"LONZA GROUP AG ";2580;2021;13,44061712;18;14,29976307;-0,859145955;0,917495048;-0,06;"Negativ";0,00035089786233133;0,000862822440534478;0,684635739325269;1,23807964039545;0,135157059890781;3,79832518327843e-17;0,0857655965650736;0,000410465735973897;0,000748167988662171;1,32624712165748;0,117196981558963;-0,00618444727789575;0,0733513843751495;-0,00656256659121346;0,0707647961006962
"BP242";"CH0013841017";2023-01-25;"LONZA GROUP AG ";2580;2022;15,65411542;13;15,74711428;-0,092998854;0,571039996;-0,01;"Neutral";-0,000297936899150706;0,000950331649363795;0,754192877850212;1,5526672811082;0,0921325962665299;2,04195422444122e-41;0,0909873063591854;-0,000193862877592729;0,000885089479847113;1,55661566306263;0,0858075091586166;0,0845741035774165;0,0909812576836249;0,0845639200699805;0,0888381806867286
"BP243";"CH0013841017";2024-01-26;"LONZA GROUP AG ";2580;2023;13,18521347;18;14,38602566;-1,200812189;0,891135263;-0,08;"Negativ";-0,00182129300483136;0,00130732973173115;0,164989982159598;1,50295823214247;0,201131910941001;1,86028047644434e-12;0,157913593883934;-0,000125935007054252;0,000768765478088335;1,25044681496319;0,118274117019147;0,102823774351989;0,0735573045706152;0,098619033621647;0,0748523991573897
"BP244";"CH0014284498";2020-03-04;"SIEGFRIED HOLDING AG ";2580;2019;16,47353547;6;17,32186934;-0,848333868;0,987007408;-0,05;"Neutral";0,000817282809028012;0,000845136992966973;0,334589840344749;1,03768330156032;0,136160069359788;7,52787731365997e-13;0,291097939143179;0,000151180100410801;0,000716650002236272;1,03457906250503;0,115459522921388;-0,0976940952237131;0,0906586365992867;-0,088695535214592;0,0846414843840411
"BP245";"CH0014284498";2021-02-24;"SIEGFRIED HOLDING AG ";2580;2020;17,98467373;7;17,24811089;0,736562845;0,537050026;0,04;"Neutral";0,00219494408114999;0,00120824056981761;0,0706385688132628;0,728069609458394;0,0901421312581812;4,41724018744205e-14;0,531179515874414;0,00195434671270236;0,00104962295808379;0,728379425939545;0,0783082879541713;0,0616466582274307;-0,0177100687557673;0,0597852253026521;-0,0235712541582633
"BP246";"CH0014284498";2022-02-23;"SIEGFRIED HOLDING AG ";2580;2021;23,44392677;9;22,86512889;0,578797882;0,905778405;0,03;"Neutral";-0,000224663088956261;0,000866640400192063;0,795697827371788;1,20414696667271;0,138499365971144;8,32463732907293e-16;0,713175164226843;-0,000284277356618893;0,000802470902176791;1,11918629470176;0,12824432271695;0,0417455287613697;0,149664308331444;0,040224760583865;0,155189222668492
"BP247";"CH0014284498";2023-02-22;"SIEGFRIED HOLDING AG ";2580;2022;38,60851853;9;34,21085077;4,397667759;2,754485805;0,13;"Positive";-2,43916904128893e-05;0,00144746140724459;0,986570539955138;1,3232978090945;0,146445767798386;8,70804987798743e-17;0,366142530191161;0,000890209130295203;0,000998644670878216;1,42903939561953;0,101037088002868;-0,0675865900065256;-0,00440028475695316;-0,0707327319370348;-0,00426411594783782
"BP248";"CH0014284498";2024-02-20;"SIEGFRIED HOLDING AG ";2580;2023;27,90284884;11;33,62001699;-5,717168153;3,003546932;-0,17;"Negativ";0,00129156681136224;0,000840472100740308;0,125806399170191;0,963697105944279;0,131860214195344;4,99269424403791e-12;0,668236773758619;0,00160933182579954;0,000668815249030805;0,919902001042382;0,104929267630221;-0,0326977615656234;-0,0219852577781656;-0,0362908604526548;-0,0274030396348239
"BP249";"CH0014345117";2020-03-13;"CIE FINANC TRADITION ";4394;2019;NA;NA;NA;0;NA;NA;NA;-0,000889382666509745;0,000492663354371315;0,0724082846470603;0,551780192067417;0,0776281993549205;1,64035594017392e-11;0,891139151280739;-0,000835745776853308;0,000491697812151618;0,502290104320073;0,0774760603674126;-0,126770858328306;0,0955196489164618;-0,118022636931619;0,0939505343278348
"BP250";"CH0014345117";2021-04-28;"CIE FINANC TRADITION ";4394;2020;NA;NA;NA;0;NA;NA;NA;0,000210169487034843;0,000909698941717658;0,817505705146041;0,470222671717451;0,103527706893764;9,20119442860556e-06;0,464562260034774;-4,60511071725576e-05;0,000820327336003516;0,481628772325599;0,0933568284012285;0,00962622379114259;-0,132777201161947;0,00948468392907453;-0,129434896617676
"BP251";"CH0014345117";2022-04-29;"CIE FINANC TRADITION ";4394;2021;NA;NA;NA;0;NA;NA;NA;-0,000467011906790806;0,000729637204255789;0,522802365604335;0,575516296481973;0,0836373591632919;6,15594049870087e-11;0,981557092546144;-0,000363687364583923;0,000690071022061049;0,577660797783604;0,0791019394072269;0,0303349143382709;-0,0618844932651391;0,0301972502799104;-0,0587927637502017
"BP252";"CH0014345117";2023-04-27;"CIE FINANC TRADITION ";4394;2022;1008,205911;1;18085,82374;-17077,61783;0;-0,94;"Negativ";0,000265634762141579;0,000806883514847326;0,74231099006927;0,40350025190042;0,0881178461350074;7,83046037777023e-06;0,88966056645585;0,000371140606287588;0,000646740312910975;0,363128926184583;0,0706289846474049;-0,0166109593921089;-0,0990019641478771;-0,0165964211391537;-0,0978637726596507
"BP253";"CH0014345117";2024-02-08;"CIE FINANC TRADITION ";4394;2023;1045,452277;1;19038,20063;-17992,74835;0;-0,95;"Negativ";-0,000196034516869625;0,00058031840363127;0,735833643960671;0,625389708135393;0,090078906483099;4,30998769640187e-11;0,653880488531456;5,62143175293096e-05;0,000494879102635171;0,53939187812982;0,0768167408232639;-0,00974405380488023;0,000585761019227817;-0,00970228029373887;4,76515453762261e-06
"BP254";"CH0014786500";2020-02-13;"VALIANT HOLDING ";4320;2019;8,162275003;3;7,886300716;0,275974286;0,331737417;0,03;"Neutral";7,23682204809059e-05;0,000419841722488612;0,863305650195394;0,849627265167545;0,0676481843097708;1,31679645004074e-27;0,854968597661091;0,000151754822234088;0,000388945922597428;0,849441130475582;0,0626700112186167;0,0147574247805209;-0,258033152354914;0,0148437189455193;-0,217322356839423
"BP255";"CH0014786500";2021-02-11;"VALIANT HOLDING ";4320;2020;8,212291551;4;7,96220881;0,250082741;0,129212964;0,03;"Neutral";-0,000347195552362022;0,00123662370257743;0,779158873557692;1,41438726050176;0,0850219929918288;1,01032252181305e-40;0,105565530275448;-0,000873840730852689;0,000980432750075154;1,311885155439;0,0674080128272729;0,0112366849064569;0,056479292218753;0,0112919577548858;0,0574603250917658
"BP256";"CH0014786500";2022-02-17;"VALIANT HOLDING ";4320;2021;8,296361919;4;8,125826773;0,170535146;0,128542529;0,02;"Neutral";0,000307407965250226;0,000631452269646072;0,626867858388162;1,02466153291839;0,100362667104541;2,87874432125929e-20;0,0993756512929973;0,000549843650838947;0,000579884288456038;0,973957634278347;0,0921664812988754;-0,0230341056487265;-0,0143626116550028;-0,0225302758891665;-0,017244909890773
"BP257";"CH0014786500";2023-02-01;"VALIANT HOLDING ";4320;2022;8,726291398;5;8,467908038;0,25838336;0,120859136;0,03;"Neutral";-0,00031465854970782;0,000706511754164101;0,656492913784519;1,1119030828179;0,0681045416258043;9,9009986267606e-40;0,00450111783995508;-0,000107878507997201;0,0006354079109247;1,0480642368392;0,0612504523298919;-0,00210114718127156;0,0597723419073536;-0,00205503276534535;0,0546268356905861
"BP258";"CH0014786500";2024-01-31;"VALIANT HOLDING ";4320;2023;9,715980544;5;9,991816487;-0,275835943;1,351319432;-0,03;"Neutral";0,000459079646191016;0,000796208937877166;0,564814084237497;1,02581507111274;0,123318760750564;9,5026173429815e-15;0,978041396009111;0,00133175020505881;0,000572037502342313;0,963178063905055;0,0885985481144962;0,0147306205991718;-0,00517987967845626;0,0146598601505811;-0,00600391230131936
"BP259";"CH0014852781";2020-02-28;"SWISS LIFE HOLDING ";4370;2019;38,8213549;11;38,80026282;0,021092085;1,276560655;NA;"Positive";-0,000185210581606301;0,000705999616853205;0,793307410172319;0,96202209691987;0,11383565405696;4,04943165355995e-15;0,0426499031820843;-0,000167816636834359;0,000462023700343294;1,01573223555409;0,0744968819569936;-0,00808761783880767;0,124078210956311;-0,00798412382229285;0,126832768119843
"BP260";"CH0014852781";2021-03-02;"SWISS LIFE HOLDING ";4370;2020;34,88388195;14;36,06436827;-1,180486315;1,863531453;-0,03;"Neutral";0,000995625449316415;0,000736341666558908;0,177730218660033;0,859638302433268;0,0622127416706807;1,20753839235588e-31;0,282411517339925;0,000846208109972777;0,000655930244565165;0,839046967940054;0,055418864247925;-0,0248666814536651;-0,0380058194893696;-0,0251468716035723;-0,0403144540365226
"BP261";"CH0014852781";2022-03-01;"SWISS LIFE HOLDING ";4370;2021;42,49278238;13;42,55933632;-0,066553935;1,734690954;NA;"Positive";0,000132747221740445;0,000638119953730584;0,835399942420351;1,1134772478848;0,10066928379073;7,00172842284869e-23;0,149153397294053;0,00031611269015831;0,000505334459552317;1,15001452703715;0,0797211524580932;-0,0154745198716395;-0,0786225596787548;-0,014867242224291;-0,0822732657733293
"BP262";"CH0014852781";2023-03-01;"SWISS LIFE HOLDING ";4370;2022;50,82532648;9;45,87428415;4,951042336;1,57540421;0,11;"Positive";-0,000599190500612698;0,00077708902076963;0,441496191183219;1,43201953082559;0,0822929191690809;3,62103096672883e-43;0,591312782439645;-0,000504078406867175;0,000729439741935505;1,40473399924977;0,077246910093212;0,00472788005829202;0,0446296237726817;0,00453965315685023;0,045212925189428
"BP263";"CH0014852781";2024-03-14;"SWISS LIFE HOLDING ";4370;2023;39,3853713;9;41,76606322;-2,380691921;4,857894496;-0,06;"Negativ";-0,000471755117167605;0,000622869802399069;0,449630612698777;1,18704885882075;0,103679366789616;4,29497359557022e-24;0,163136155974239;-0,000249263846128282;0,000517875805973573;1,174172619201;0,0862026629517048;0,0472106523534421;0,145876871542802;0,0473082066042242;0,148325730334143
